いつも,work/speech/man/1439391048288.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121451191048028114.mp3
移動,work/speech/man/1439391048734.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121451201557555088.mp3
従兄弟,work/speech/man/1439391050271.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145121723030902.mp3
稲,work/speech/man/1439391050560.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145122584341754.mp3
居眠り,work/speech/man/1439391050894.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145122247968056.mp3
命,work/speech/man/1439391055831.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121451271704528635.mp3
違反,work/speech/man/1439391056189.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145130519932045.mp3
衣服,work/speech/man/1439391059780.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121451311367177160.mp3
居間,work/speech/man/1439391061849.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121451331899705846.mp3
今に,work/speech/man/1439391062126.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121451332135235024.mp3
今にも,work/speech/man/1439391062396.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121451331738344876.mp3
否,work/speech/man/1439391065698.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121451371837528375.mp3
以来,work/speech/man/1439391065943.mp3,http://cloud.ai-j.jp/demo/tmp/11_2015081214513710005886.mp3
依頼,work/speech/man/1439391066211.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121451371480525198.mp3
いらいら,work/speech/man/1439391066631.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121451381759294042.mp3
いらっしゃい,work/speech/man/1439391066989.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121451381500997226.mp3
医療,work/speech/man/1439391067452.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145140488954283.mp3
岩,work/speech/man/1439391072061.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121451431613848354.mp3
祝い,work/speech/man/1439391072455.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121451431194853111.mp3
祝う,work/speech/man/1439391072722.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121451441695131406.mp3
言わば,work/speech/man/1439391072998.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121451451860052783.mp3
いわゆる,work/speech/man/1439391074239.mp3,http://cloud.ai-j.jp/demo/tmp/11_2015081214514528688390.mp3
インク,work/speech/man/1439391074493.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121451451347596694.mp3
印刷,work/speech/man/1439391074743.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121451461441335330.mp3
印象,work/speech/man/1439391074993.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121451461150202264.mp3
引退,work/speech/man/1439391075252.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121451461132781714.mp3
引用,work/speech/man/1439391075572.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121451471403813339.mp3
上,work/speech/man/1439391075931.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121451471087035974.mp3
魚,work/speech/man/1439391076419.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145147681781672.mp3
うがい,work/speech/man/1439391076660.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121451481260223687.mp3
伺う,work/speech/man/1439391078194.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121451491936852549.mp3
受け取る,work/speech/man/1439391078487.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145149238665714.mp3
動かす,work/speech/man/1439391078741.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121451502123768214.mp3
兎,work/speech/man/1439391079071.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121451501390221925.mp3
失う,work/speech/man/1439391079643.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121451512109788600.mp3
嘘,work/speech/man/1439391080202.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145151454386916.mp3
疑う,work/speech/man/1439391080624.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145152252669101.mp3
内,work/speech/man/1439391081074.mp3,http://cloud.ai-j.jp/demo/tmp/11_2015081214515228451512.mp3
宇宙,work/speech/man/1439391082947.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121451571321610709.mp3
撃つ,work/speech/man/1439391086277.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145157854739777.mp3
移す,work/speech/man/1439391086553.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121451571536332827.mp3
訴える,work/speech/man/1439391087967.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145159269358833.mp3
唸る,work/speech/man/1439391088562.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121451591546425453.mp3
奪う,work/speech/man/1439391088928.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121452001852650349.mp3
馬,work/speech/man/1439391089345.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121452001549097963.mp3
うまい,work/speech/man/1439391089804.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145201477338857.mp3
生まれ,work/speech/man/1439391090239.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145201476334198.mp3
梅,work/speech/man/1439391090894.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145202637187072.mp3
裏切る,work/speech/man/1439391091279.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121452021901370810.mp3
うるさい,work/speech/man/1439391092975.mp3,http://cloud.ai-j.jp/demo/tmp/11_2015081214520486544046.mp3
嬉しい,work/speech/man/1439391093385.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121452042034140701.mp3
売れる,work/speech/man/1439391093740.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121452051635612921.mp3
噂,work/speech/man/1439391094072.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145205656335403.mp3
運,work/speech/man/1439391094460.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145205121766407.mp3
運転,work/speech/man/1439391094795.mp3,http://cloud.ai-j.jp/demo/tmp/11_2015081214520698755073.mp3
運動,work/speech/man/1439391096056.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145207622231256.mp3
永遠,work/speech/man/1439391096325.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145207415946700.mp3
永久,work/speech/man/1439391096614.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145208974760427.mp3
影響,work/speech/man/1439391096863.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121452081672481537.mp3
営業,work/speech/man/1439391097299.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121452081390725539.mp3
衛星,work/speech/man/1439391097540.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145208320014518.mp3
栄養,work/speech/man/1439391099088.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121452101318399344.mp3
笑顔,work/speech/man/1439391099700.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121452111128610828.mp3
描く,work/speech/man/1439391101386.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121452121152205516.mp3
餌,work/speech/man/1439391102143.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121452131334574586.mp3
エネルギー,work/speech/man/1439391103689.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121452151765090893.mp3
得る,work/speech/man/1439391104092.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145215769942501.mp3
円,work/speech/man/1439391104455.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145215924823618.mp3
延期,work/speech/man/1439391104891.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121452161341140506.mp3
演技,work/speech/man/1439391105364.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121452162143259256.mp3
援助,work/speech/man/1439391105935.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121452171360562856.mp3
エンジン,work/speech/man/1439391106195.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121452171095856239.mp3
演説,work/speech/man/1439391106551.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121452171489414631.mp3
演奏,work/speech/man/1439391108158.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145219368624069.mp3
遠慮,work/speech/man/1439391108898.mp3,http://cloud.ai-j.jp/demo/tmp/11_2015081214522098981983.mp3
老い,work/speech/man/1439391109212.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145220904347209.mp3
追い付く,work/speech/man/1439391109521.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121452201287929752.mp3
王,work/speech/man/1439391109850.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145221293733643.mp3
追う,work/speech/man/1439391110108.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121452212061335067.mp3
王様,work/speech/man/1439391111808.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145223145458788.mp3
王子,work/speech/man/1439391112401.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145223172257229.mp3
応じる,work/speech/man/1439391112680.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121452241417123703.mp3
横断,work/speech/man/1439391114152.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145225570692219.mp3
終える,work/speech/man/1439391115871.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121452272107521321.mp3
大いに,work/speech/man/1439391116544.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121452271289898773.mp3
覆う,work/speech/man/1439391119838.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145231287025593.mp3
オーバー,work/speech/man/1439391123075.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145234295893106.mp3
大家,work/speech/man/1439391123854.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145235581369956.mp3
丘,work/speech/man/1439391124411.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121452351677247518.mp3
沖,work/speech/man/1439391127812.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121452401806536256.mp3
奥,work/speech/man/1439391129501.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145240478643555.mp3
贈る,work/speech/man/1439391129760.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121452411750919844.mp3
起こる,work/speech/man/1439391131037.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145242164870490.mp3
幼い,work/speech/man/1439391131962.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121452431858369541.mp3
収める,work/speech/man/1439391132308.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145243256695362.mp3
お祖父さん,work/speech/man/1439391132553.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121452441715186185.mp3
お喋り,work/speech/man/1439391132860.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121452441762046804.mp3
汚染,work/speech/man/1439391133281.mp3,http://cloud.ai-j.jp/demo/tmp/11_2015081214524473811812.mp3
恐らく,work/speech/man/1439391133608.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145245271985739.mp3
恐れる,work/speech/man/1439391133913.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145245756532956.mp3
恐ろしい,work/speech/man/1439391135324.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121452461154305807.mp3
お互い,work/speech/man/1439391135700.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121452471965867678.mp3
穏やか,work/speech/man/1439391136265.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121452471633150305.mp3
男の人,work/speech/man/1439391137615.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121452491323979817.mp3
劣る,work/speech/man/1439391138001.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145249193967507.mp3
お腹,work/speech/man/1439391138634.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121452501562180480.mp3
帯,work/speech/man/1439391138985.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145250171019269.mp3
お昼,work/speech/man/1439391139252.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121452501945722370.mp3
オフィス,work/speech/man/1439391139485.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121452501403331141.mp3
溺れる,work/speech/man/1439391139816.mp3,http://cloud.ai-j.jp/demo/tmp/11_2015081214525123975663.mp3
お目に掛かる,work/speech/man/1439391140060.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145251726342607.mp3
思い出,work/speech/man/1439391140515.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145251655840801.mp3
主に,work/speech/man/1439391140834.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121452521725894178.mp3
思わず,work/speech/man/1439391141228.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121452522040729499.mp3
親,work/speech/man/1439391141511.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145252266743119.mp3
泳ぎ,work/speech/man/1439391141813.mp3,http://cloud.ai-j.jp/demo/tmp/11_2015081214525328118180.mp3
凡そ,work/speech/man/1439391142068.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121452541178138608.mp3
及ぼす,work/speech/man/1439391143417.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121452541334306025.mp3
居る,work/speech/man/1439391143812.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121452551611661062.mp3
下す,work/speech/man/1439391144265.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145255270976900.mp3
降ろす,work/speech/man/1439391144693.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121452561012114330.mp3
終,work/speech/man/1439391145039.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121452561464400148.mp3
音,work/speech/man/1439391145276.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145256779248517.mp3
恩,work/speech/man/1439391145598.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121452571894307637.mp3
温暖,work/speech/man/1439391145896.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145257466341014.mp3
温度,work/speech/man/1439391146214.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121452571604433957.mp3
可,work/speech/man/1439391147087.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121452582009189764.mp3
課,work/speech/man/1439391148765.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121453001958011399.mp3
カー,work/speech/man/1439391149161.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121453001288303640.mp3
カード,work/speech/man/1439391150238.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121453011941950429.mp3
会,work/speech/man/1439391153802.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121453051383535166.mp3
回,work/speech/man/1439391154077.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121453061518299861.mp3
害,work/speech/man/1439391155607.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145307348426962.mp3
会員,work/speech/man/1439391157072.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121453081628847402.mp3
絵画,work/speech/man/1439391157484.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145309113515241.mp3
海外,work/speech/man/1439391158030.mp3,http://cloud.ai-j.jp/demo/tmp/11_2015081214530985011555.mp3
会計,work/speech/man/1439391158606.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145310577005209.mp3
解決,work/speech/man/1439391158898.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145310266150274.mp3
会合,work/speech/man/1439391159175.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145311115381267.mp3
外交,work/speech/man/1439391159860.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121453121636116666.mp3
開始,work/speech/man/1439391161379.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145318596843444.mp3
解釈,work/speech/man/1439391167320.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121453182109866091.mp3
外出,work/speech/man/1439391167764.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121453191843416037.mp3
改善,work/speech/man/1439391168135.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145319255829045.mp3
快適,work/speech/man/1439391168466.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121453191970951990.mp3
回復,work/speech/man/1439391168762.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121453201094323409.mp3
飼う,work/speech/man/1439391169050.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145320891368398.mp3
替える,work/speech/man/1439391171528.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145323784666159.mp3
換える,work/speech/man/1439391171973.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121453231892664639.mp3
香り,work/speech/man/1439391172227.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121453231785465384.mp3
画家,work/speech/man/1439391172799.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121453241928376646.mp3
抱える,work/speech/man/1439391173410.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121453241067126848.mp3
価格,work/speech/man/1439391173805.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145325515217050.mp3
化学,work/speech/man/1439391174202.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145325528544366.mp3
輝く,work/speech/man/1439391175065.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121453261145685156.mp3
係,work/speech/man/1439391175313.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121453311494195309.mp3
掛かる,work/speech/man/1439391180792.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145332985201850.mp3
罹る,work/speech/man/1439391181029.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121453321870332032.mp3
鍵,work/speech/man/1439391181314.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145332269021771.mp3
限る,work/speech/man/1439391182012.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145333854733551.mp3
家具,work/speech/man/1439391182255.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145333564904474.mp3
学,work/speech/man/1439391182519.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121453331891236112.mp3
額,work/speech/man/1439391182880.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145334801239780.mp3
覚悟,work/speech/man/1439391183182.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121453341708762923.mp3
確実,work/speech/man/1439391183461.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145334119949032.mp3
学者,work/speech/man/1439391183899.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121453351167234278.mp3
学習,work/speech/man/1439391184166.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145335667322562.mp3
隠す,work/speech/man/1439391184460.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121453352028293869.mp3
拡大,work/speech/man/1439391184711.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121453361179125789.mp3
確認,work/speech/man/1439391184981.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121453361921640180.mp3
学問,work/speech/man/1439391185341.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121453361373880686.mp3
隠れる,work/speech/man/1439391186002.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121453371671294497.mp3
影,work/speech/man/1439391186451.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121453371570645517.mp3
陰,work/speech/man/1439391186704.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121453381600521574.mp3
欠ける,work/speech/man/1439391186981.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145338744579468.mp3
加減,work/speech/man/1439391187372.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145338166801055.mp3
過去,work/speech/man/1439391187701.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121453391223862824.mp3
囲む,work/speech/man/1439391188034.mp3,http://cloud.ai-j.jp/demo/tmp/11_2015081214533969277939.mp3
火災,work/speech/man/1439391189721.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121453411289925880.mp3
貸し,work/speech/man/1439391191004.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121453421302319704.mp3
菓子,work/speech/man/1439391191247.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145342103884250.mp3
家事,work/speech/man/1439391191522.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145342240144106.mp3
賢い,work/speech/man/1439391191974.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145343606486382.mp3
歌手,work/speech/man/1439391192252.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121453431110097856.mp3
数,work/speech/man/1439391192529.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145343955965456.mp3
稼ぐ,work/speech/man/1439391192950.mp3,http://cloud.ai-j.jp/demo/tmp/11_2015081214534477728964.mp3
数える,work/speech/man/1439391193520.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145344960081787.mp3
型,work/speech/man/1439391194013.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145345502041264.mp3
肩,work/speech/man/1439391194449.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145345126704654.mp3
硬い,work/speech/man/1439391194717.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121453461093572213.mp3
方々,work/speech/man/1439391194973.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121453461356774815.mp3
刀,work/speech/man/1439391195262.mp3,http://cloud.ai-j.jp/demo/tmp/11_2015081214534627907258.mp3
語る,work/speech/man/1439391195692.mp3,http://cloud.ai-j.jp/demo/tmp/11_2015081214534782389438.mp3
勝ち,work/speech/man/1439391195996.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145347459788930.mp3
価値,work/speech/man/1439391196238.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121453471986633576.mp3
がっかり,work/speech/man/1439391196588.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121453481556320707.mp3
活気,work/speech/man/1439391197006.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121453481011648032.mp3
学期,work/speech/man/1439391197434.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121453481855391022.mp3
格好,work/speech/man/1439391197697.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121453491641125559.mp3
活動,work/speech/man/1439391198034.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145349919692478.mp3
活用,work/speech/man/1439391198273.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145349663537199.mp3
悲しむ,work/speech/man/1439391198572.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121453491123451643.mp3
必ずしも,work/speech/man/1439391198983.mp3,http://cloud.ai-j.jp/demo/tmp/11_201508121453501861736020.mp3
かなり,work/speech/man/1439391199255.mp3,http://cloud.ai-j.jp/demo/tmp/11_20150812145350210167815.mp3
